CId,SId,Year,Cost,Num
9,173,2018,1200000,10
6,176,2018,1000000,8
10,183,2018,1200000,10
25,198,2018,1000000,8
19,200,2018,1200000,10
15,202,2018,1500000,12
29,206,2018,1200000,10
12,207,2018,1500000,12
13,209,2018,1000000,8
3,218,2018,1000000,8
24,223,2018,1000000,8
17,226,2018,1500000,12
3,231,2018,1000000,8
25,232,2018,1000000,8
19,236,2018,1200000,10
27,242,2018,1000000,8
9,248,2018,1200000,10
2,255,2018,1000000,8
13,259,2018,1000000,8
15,264,2018,1500000,12
9,274,2018,1200000,10
4,275,2018,1500000,12
18,276,2018,1000000,8
26,284,2018,1000000,8
10,292,2018,1200000,10
7,303,2018,1000000,8
24,308,2018,1000000,8
23,313,2018,1000000,8
8,316,2018,1200000,10
24,317,2018,1000000,8
6,321,2018,1000000,8
4,327,2018,1500000,12
2,331,2018,1000000,8
9,334,2018,1200000,10
16,342,2018,1500000,12
21,348,2018,1200000,10
4,350,2018,1500000,12
30,351,2018,1000000,8
26,356,2018,1000000,8
16,358,2018,1500000,12
14,364,2018,1000000,8
22,381,2018,1000000,8
14,383,2018,1000000,8
4,386,2018,1500000,12
3,388,2018,1000000,8
19,389,2018,1200000,10
22,400,2018,1000000,8
18,402,2018,1000000,8
10,410,2018,1200000,10
27,414,2018,1000000,8
1,416,2018,1200000,10
4,428,2018,1500000,12
26,433,2018,1000000,8
17,437,2018,1500000,12
19,440,2018,1200000,10
3,449,2018,1000000,8
10,460,2018,1200000,10
18,465,2018,1000000,8
28,467,2018,1500000,12
20,469,2018,1200000,10
21,471,2018,1200000,10
11,478,2018,1500000,12
1,480,2018,1200000,10
25,481,2018,1000000,8
18,489,2018,1000000,8
30,494,2018,1000000,8
1,495,2018,1200000,10
6,496,2018,1000000,8
22,500,2018,1000000,8
11,517,2018,1500000,12
1,523,2018,1200000,10
13,524,2018,1000000,8
21,526,2018,1200000,10
17,527,2018,1500000,12
28,528,2018,1500000,12
5,535,2018,1000000,8
27,538,2018,1000000,8
17,541,2018,1500000,12
27,542,2018,1000000,8
24,550,2018,1000000,8
27,567,2018,1000000,8
6,573,2018,1000000,8
20,580,2018,1200000,10
26,581,2018,1000000,8
16,588,2018,1500000,12
7,591,2018,1000000,8
23,593,2018,1000000,8
10,595,2018,1200000,10
3,604,2018,1000000,8
27,609,2018,1000000,8
24,618,2018,1000000,8
23,626,2018,1000000,8
20,631,2018,1200000,10
19,636,2018,1200000,10
13,641,2018,1000000,8
19,646,2018,1200000,10
7,647,2018,1000000,8
23,657,2018,1000000,8
23,658,2018,1000000,8
16,661,2018,1500000,12
29,674,2018,1200000,10
24,676,2018,1000000,8
22,677,2018,1000000,8
2,681,2018,1000000,8
28,683,2018,1500000,12
5,684,2018,1000000,8
9,688,2018,1200000,10
28,699,2018,1500000,12
10,705,2018,1200000,10
7,709,2018,1000000,8
10,712,2018,1200000,10
12,715,2018,1500000,12
1,720,2018,1200000,10
20,722,2018,1200000,10
27,724,2018,1000000,8
16,727,2018,1500000,12
18,728,2018,1000000,8
5,733,2018,1000000,8
12,735,2018,1500000,12
7,745,2018,1000000,8
23,747,2018,1000000,8
4,750,2018,1500000,12
5,754,2018,1000000,8
3,755,2018,1000000,8
4,756,2018,1500000,12
10,757,2018,1200000,10
20,761,2018,1200000,10
12,769,2018,1500000,12
21,779,2018,1200000,10
15,780,2018,1500000,12
24,782,2018,1000000,8
1,783,2018,1200000,10
5,785,2018,1000000,8
7,788,2018,1000000,8
7,791,2018,1000000,8
15,794,2018,1500000,12
26,800,2018,1000000,8
19,804,2018,1200000,10
12,809,2018,1500000,12
18,810,2018,1000000,8
6,815,2018,1000000,8
10,816,2018,1200000,10
19,818,2018,1200000,10
28,820,2018,1500000,12
22,839,2018,1000000,8
28,863,2018,1500000,12
29,867,2018,1200000,10
2,873,2018,1000000,8
19,875,2018,1200000,10
4,878,2018,1500000,12
26,880,2018,1000000,8
17,883,2018,1500000,12
30,884,2018,1000000,8
14,886,2018,1000000,8
26,890,2018,1000000,8
17,891,2018,1500000,12
9,915,2018,1200000,10
10,916,2018,1200000,10
18,918,2018,1000000,8
13,921,2018,1000000,8
24,922,2018,1000000,8
5,925,2018,1000000,8
30,948,2018,1000000,8
14,950,2018,1000000,8
2,955,2018,1000000,8
7,962,2018,1000000,8
15,973,2018,1500000,12
20,974,2018,1200000,10
6,975,2018,1000000,8
22,977,2018,1000000,8
21,986,2018,1200000,10
20,996,2018,1200000,10
17,1000,2018,1500000,12
10,1001,2018,1200000,10
16,1003,2018,1500000,12
8,1012,2018,1200000,10
26,1019,2018,1000000,8
22,1021,2018,1000000,8
15,1033,2018,1500000,12
28,1046,2018,1500000,12
6,1061,2018,1000000,8
27,1062,2018,1000000,8
23,1074,2018,1000000,8
29,1076,2018,1200000,10
19,1088,2018,1200000,10
21,1111,2018,1200000,10
19,1113,2018,1200000,10
11,1114,2018,1500000,12
8,1119,2018,1200000,10
29,1120,2018,1200000,10
14,1125,2018,1000000,8
3,1128,2018,1000000,8
2,1136,2018,1000000,8
19,1138,2018,1200000,10
3,1144,2018,1000000,8
5,1151,2018,1000000,8
3,1153,2018,1000000,8
18,1156,2018,1000000,8
15,1158,2018,1500000,12
12,1159,2018,1500000,12
21,1161,2018,1200000,10
28,1164,2018,1500000,12
10,1168,2018,1200000,10
2,1170,2018,1000000,8
17,1174,2018,1500000,12
30,1184,2018,1000000,8
13,1185,2018,1000000,8
11,1186,2018,1500000,12
4,1189,2018,1500000,12
18,1192,2018,1000000,8
5,1193,2018,1000000,8
15,1195,2018,1500000,12
8,1198,2018,1200000,10
8,1201,2018,1200000,10
11,1203,2018,1500000,12
4,1209,2018,1500000,12
15,1218,2018,1500000,12
16,1222,2018,1500000,12
6,1224,2018,1000000,8
29,1230,2018,1200000,10
29,1234,2018,1200000,10
9,1237,2018,1200000,10
30,1239,2018,1000000,8
22,1246,2018,1000000,8
27,1248,2018,1000000,8
25,1249,2018,1000000,8
10,1251,2018,1200000,10
15,1259,2018,1500000,12
20,1260,2018,1200000,10
6,1261,2018,1000000,8
7,1268,2018,1000000,8
12,1275,2018,1500000,12
19,1278,2018,1200000,10
19,1285,2018,1200000,10
26,1286,2018,1000000,8
23,1290,2018,1000000,8
25,1292,2018,1000000,8
16,1294,2018,1500000,12
19,1297,2018,1200000,10
9,1299,2018,1200000,10
13,1301,2018,1000000,8
16,1309,2018,1500000,12
19,1311,2018,1200000,10
17,1313,2018,1500000,12
17,1316,2018,1500000,12
4,1317,2018,1500000,12
4,1318,2018,1500000,12
3,1321,2018,1000000,8
21,1322,2018,1200000,10
9,1326,2018,1200000,10
28,1327,2018,1500000,12
29,1332,2018,1200000,10
23,1334,2018,1000000,8
9,1336,2018,1200000,10
21,1341,2018,1200000,10
28,1343,2018,1500000,12
28,1344,2018,1500000,12
10,1347,2018,1200000,10
17,1348,2018,1500000,12
30,1365,2018,1000000,8
21,1368,2018,1200000,10
30,1371,2018,1000000,8
9,1372,2018,1200000,10
14,1379,2018,1000000,8
28,1380,2018,1500000,12
16,1381,2018,1500000,12
12,1384,2018,1500000,12
22,1385,2018,1000000,8
2,1392,2018,1000000,8
23,1396,2018,1000000,8
9,1397,2018,1200000,10
6,1412,2018,1000000,8
20,1423,2018,1200000,10
23,1425,2018,1000000,8
18,1430,2018,1000000,8
26,1434,2018,1000000,8
27,1437,2018,1000000,8
24,1438,2018,1000000,8
4,1457,2018,1500000,12
16,1463,2018,1500000,12
21,1464,2018,1200000,10
7,1465,2018,1000000,8
17,1466,2018,1500000,12
6,1471,2018,1000000,8
17,1479,2018,1500000,12
3,1483,2018,1000000,8
14,1484,2018,1000000,8
6,1492,2018,1000000,8
9,1504,2018,1200000,10
1,1507,2018,1200000,10
10,1517,2018,1200000,10
28,1524,2018,1500000,12
1,1529,2018,1200000,10
19,1533,2018,1200000,10
23,1534,2018,1000000,8
8,1537,2018,1200000,10
14,1542,2018,1000000,8
14,1543,2018,1000000,8
2,1546,2018,1000000,8
21,1547,2018,1200000,10
17,1548,2018,1500000,12
14,1556,2018,1000000,8
7,1562,2018,1000000,8
10,1564,2018,1200000,10
16,1567,2018,1500000,12
14,1568,2018,1000000,8
19,1572,2018,1200000,10
2,1578,2018,1000000,8
4,1582,2018,1500000,12
12,1591,2018,1500000,12
30,1595,2018,1000000,8
7,1596,2018,1000000,8
25,1603,2018,1000000,8
1,1605,2018,1200000,10
17,1610,2018,1500000,12
14,1618,2018,1000000,8
14,1621,2018,1000000,8
3,1625,2018,1000000,8
25,1627,2018,1000000,8
22,1632,2018,1000000,8
2,1633,2018,1000000,8
13,1643,2018,1000000,8
18,1649,2018,1000000,8
24,1659,2018,1000000,8
21,1660,2018,1200000,10
29,1662,2018,1200000,10
6,1666,2018,1000000,8
8,1667,2018,1200000,10
14,1672,2018,1000000,8
21,1677,2018,1200000,10
4,1679,2018,1500000,12
6,1681,2018,1000000,8
19,1696,2018,1200000,10
19,1697,2018,1200000,10
7,1701,2018,1000000,8
10,1702,2018,1200000,10
16,1707,2018,1500000,12
16,1709,2018,1500000,12
26,1716,2018,1000000,8
27,1718,2018,1000000,8
5,1719,2018,1000000,8
4,1725,2018,1500000,12
12,1726,2018,1500000,12
11,1736,2018,1500000,12
1,1742,2018,1200000,10
15,1749,2018,1500000,12
4,1752,2018,1500000,12
5,1759,2018,1000000,8
9,1761,2018,1200000,10
20,1767,2018,1200000,10
3,1769,2018,1000000,8
10,1776,2018,1200000,10
16,1783,2018,1500000,12
8,1790,2018,1200000,10
3,1801,2018,1000000,8
25,1807,2018,1000000,8
21,1808,2018,1200000,10
28,1815,2018,1500000,12
8,1821,2018,1200000,10
4,1822,2018,1500000,12
12,1826,2018,1500000,12
21,1829,2018,1200000,10
7,1830,2018,1000000,8
21,1834,2018,1200000,10
24,1838,2018,1000000,8
2,1840,2018,1000000,8
18,1842,2018,1000000,8
27,1848,2018,1000000,8
7,1854,2018,1000000,8
13,1862,2018,1000000,8
7,1868,2018,1000000,8
26,1872,2018,1000000,8
3,1877,2018,1000000,8
28,1884,2018,1500000,12
16,1885,2018,1500000,12
27,1888,2018,1000000,8
27,1891,2018,1000000,8
29,1896,2018,1200000,10
15,1898,2018,1500000,12
14,1901,2018,1000000,8
17,1903,2018,1500000,12
24,1906,2018,1000000,8
2,1907,2018,1000000,8
13,1908,2018,1000000,8
30,1910,2018,1000000,8
27,1917,2018,1000000,8
5,1919,2018,1000000,8
3,1920,2018,1000000,8
1,1924,2018,1200000,10
27,1925,2018,1000000,8
17,1930,2018,1500000,12
24,1932,2018,1000000,8
20,1934,2018,1200000,10
23,1939,2018,1000000,8
5,1940,2018,1000000,8
30,1944,2018,1000000,8
6,1951,2018,1000000,8
29,1952,2018,1200000,10
29,1963,2018,1200000,10
26,1964,2018,1000000,8
18,1965,2018,1000000,8
28,1967,2018,1500000,12
28,1968,2018,1500000,12
9,1969,2018,1200000,10
30,1971,2018,1000000,8
15,1972,2018,1500000,12
7,1975,2018,1000000,8
3,1977,2018,1000000,8
22,1980,2018,1000000,8
13,1989,2018,1000000,8
25,1993,2018,1000000,8
15,1998,2018,1500000,12
15,2002,2018,1500000,12
12,2008,2018,1500000,12
20,2010,2018,1200000,10
30,2011,2018,1000000,8
9,2012,2018,1200000,10
21,2022,2018,1200000,10
18,2025,2018,1000000,8
1,2028,2018,1200000,10
26,2031,2018,1000000,8
28,2040,2018,1500000,12
22,2052,2018,1000000,8
18,2053,2018,1000000,8
3,2054,2018,1000000,8
6,2058,2018,1000000,8
3,2060,2018,1000000,8
19,2061,2018,1200000,10
11,2063,2018,1500000,12
30,2066,2018,1000000,8
8,2075,2018,1200000,10
14,2076,2018,1000000,8
2,2080,2018,1000000,8
6,2087,2018,1000000,8
7,2089,2018,1000000,8
10,2091,2018,1200000,10
16,2097,2018,1500000,12
23,2104,2018,1000000,8
19,2105,2018,1200000,10
8,2115,2018,1200000,10
23,2121,2018,1000000,8
1,2124,2018,1200000,10
28,2125,2018,1500000,12
10,2127,2018,1200000,10
15,2130,2018,1500000,12
20,2132,2018,1200000,10
14,2135,2018,1000000,8
5,2137,2018,1000000,8
9,2154,2018,1200000,10
11,2158,2018,1500000,12
29,2159,2018,1200000,10
2,2162,2018,1000000,8
30,2168,2018,1000000,8
15,2172,2018,1500000,12
19,2173,2018,1200000,10
18,2175,2018,1000000,8
30,2182,2018,1000000,8
30,2193,2018,1000000,8
21,2194,2018,1200000,10
11,2199,2018,1500000,12
24,2205,2018,1000000,8
26,2206,2018,1000000,8
29,2214,2018,1200000,10
25,2217,2018,1000000,8
1,2225,2018,1200000,10
5,2232,2018,1000000,8
14,2237,2018,1000000,8
21,2240,2018,1200000,10
9,2242,2018,1200000,10
22,2247,2018,1000000,8
6,2251,2018,1000000,8
30,2269,2018,1000000,8
12,2278,2018,1500000,12
26,2280,2018,1000000,8
25,2287,2018,1000000,8
9,2292,2018,1200000,10
27,2295,2018,1000000,8
11,2307,2018,1500000,12
20,2312,2018,1200000,10
2,2313,2018,1000000,8
6,2321,2018,1000000,8
4,2324,2018,1500000,12
4,2327,2018,1500000,12
17,2332,2018,1500000,12
1,2334,2018,1200000,10
22,2337,2018,1000000,8
3,2341,2018,1000000,8
8,2343,2018,1200000,10
26,2349,2018,1000000,8
10,2356,2018,1200000,10
17,2370,2018,1500000,12
9,2372,2018,1200000,10
17,2378,2018,1500000,12
30,2380,2018,1000000,8
16,2381,2018,1500000,12
26,2382,2018,1000000,8
9,2389,2018,1200000,10
12,2400,2018,1500000,12
5,2405,2018,1000000,8
24,2414,2018,1000000,8
14,2421,2018,1000000,8
7,2424,2018,1000000,8
13,2428,2018,1000000,8
7,2431,2018,1000000,8
15,2433,2018,1500000,12
17,2435,2018,1500000,12
6,2440,2018,1000000,8
9,2442,2018,1200000,10
11,2447,2018,1500000,12
16,2450,2018,1500000,12
21,2454,2018,1200000,10
15,2456,2018,1500000,12
4,2458,2018,1500000,12
2,2461,2018,1000000,8
18,2462,2018,1000000,8
9,2463,2018,1200000,10
21,2464,2018,1200000,10
12,2470,2018,1500000,12
1,2473,2018,1200000,10
24,2477,2018,1000000,8
15,2478,2018,1500000,12
7,2480,2018,1000000,8
25,2487,2018,1000000,8
6,2496,2018,1000000,8
29,2514,2018,1200000,10
28,2516,2018,1500000,12
20,2519,2018,1200000,10
21,2524,2018,1200000,10
11,2525,2018,1500000,12
24,2541,2018,1000000,8
25,2550,2018,1000000,8
14,2551,2018,1000000,8
11,2553,2018,1500000,12
14,2554,2018,1000000,8
26,2555,2018,1000000,8
22,2557,2018,1000000,8
29,2560,2018,1200000,10
20,2562,2018,1200000,10
21,2566,2018,1200000,10
18,2568,2018,1000000,8
23,2574,2018,1000000,8
7,2575,2018,1000000,8
26,2577,2018,1000000,8
11,2586,2018,1500000,12
25,2589,2018,1000000,8
16,2591,2018,1500000,12
28,2592,2018,1500000,12
20,2595,2018,1200000,10
12,2601,2018,1500000,12
2,2602,2018,1000000,8
29,2606,2018,1200000,10
7,2609,2018,1000000,8
9,2615,2018,1200000,10
8,2617,2018,1200000,10
8,2633,2018,1200000,10
3,2638,2018,1000000,8
8,2647,2018,1200000,10
16,2648,2018,1500000,12
18,2651,2018,1000000,8
8,2652,2018,1200000,10
29,2663,2018,1200000,10
23,2664,2018,1000000,8
5,2667,2018,1000000,8
11,2677,2018,1500000,12
25,2680,2018,1000000,8
13,2681,2018,1000000,8
7,2687,2018,1000000,8
3,2688,2018,1000000,8
8,2690,2018,1200000,10
8,2696,2018,1200000,10
3,2699,2018,1000000,8
9,2701,2018,1200000,10
25,2703,2018,1000000,8
5,2707,2018,1000000,8
12,2710,2018,1500000,12
28,2718,2018,1500000,12
13,2722,2018,1000000,8
17,2723,2018,1500000,12
5,2733,2018,1000000,8
29,2734,2018,1200000,10
28,2738,2018,1500000,12
20,2744,2018,1200000,10
5,2746,2018,1000000,8
24,2766,2018,1000000,8
16,2769,2018,1500000,12
17,2770,2018,1500000,12
19,2781,2018,1200000,10
25,2786,2018,1000000,8
3,2789,2018,1000000,8
19,2793,2018,1200000,10
29,2794,2018,1200000,10
25,2795,2018,1000000,8
7,2797,2018,1000000,8
4,2800,2018,1500000,12
3,2803,2018,1000000,8
6,2810,2018,1000000,8
5,2811,2018,1000000,8
20,2813,2018,1200000,10
21,2825,2018,1200000,10
30,2830,2018,1000000,8
20,2833,2018,1200000,10
12,2834,2018,1500000,12
17,2841,2018,1500000,12
22,2844,2018,1000000,8
12,2853,2018,1500000,12
24,2856,2018,1000000,8
13,2860,2018,1000000,8
2,2861,2018,1000000,8
18,2864,2018,1000000,8
13,2865,2018,1000000,8
19,2866,2018,1200000,10
23,2868,2018,1000000,8
15,2874,2018,1500000,12
29,2880,2018,1200000,10
13,2882,2018,1000000,8
5,2915,2018,1000000,8
17,2918,2018,1500000,12
1,2920,2018,1200000,10
12,2922,2018,1500000,12
10,2937,2018,1200000,10
27,2938,2018,1000000,8
22,2942,2018,1000000,8
17,2944,2018,1500000,12
18,2945,2018,1000000,8
26,2947,2018,1000000,8
15,2950,2018,1500000,12
10,2953,2018,1200000,10
6,2955,2018,1000000,8
25,2960,2018,1000000,8
27,2967,2018,1000000,8
5,2973,2018,1000000,8
15,2983,2018,1500000,12
4,2987,2018,1500000,12
13,2988,2018,1000000,8
18,2993,2018,1000000,8
25,2994,2018,1000000,8
22,2998,2018,1000000,8
22,3002,2018,1000000,8
2,3003,2018,1000000,8
20,3014,2018,1200000,10
9,3015,2018,1200000,10
26,3016,2018,1000000,8
24,3024,2018,1000000,8
12,3027,2018,1500000,12
11,3030,2018,1500000,12
2,3032,2018,1000000,8
4,3041,2018,1500000,12
20,3046,2018,1200000,10
30,3070,2018,1000000,8
23,3075,2018,1000000,8
28,3076,2018,1500000,12
23,3094,2018,1000000,8
25,3104,2018,1000000,8
10,3105,2018,1200000,10
9,3118,2018,1200000,10
27,3119,2018,1000000,8
24,3120,2018,1000000,8
11,3122,2018,1500000,12
11,3128,2018,1500000,12
21,3130,2018,1200000,10
17,3143,2018,1500000,12
1,3144,2018,1200000,10
15,3145,2018,1500000,12
7,3151,2018,1000000,8
1,3153,2018,1200000,10
1,3160,2018,1200000,10
20,3163,2018,1200000,10
20,3171,2018,1200000,10
5,3183,2018,1000000,8
7,3184,2018,1000000,8
16,3186,2018,1500000,12
1,3187,2018,1200000,10
5,3189,2018,1000000,8
17,3194,2018,1500000,12
4,3195,2018,1500000,12
2,3197,2018,1000000,8
11,3203,2018,1500000,12
5,3208,2018,1000000,8
10,3210,2018,1200000,10
5,3213,2018,1000000,8
14,3215,2018,1000000,8
6,3216,2018,1000000,8
10,3219,2018,1200000,10
15,3227,2018,1500000,12
10,3230,2018,1200000,10
16,3232,2018,1500000,12
6,3235,2018,1000000,8
1,3241,2018,1200000,10
11,3254,2018,1500000,12
26,3257,2018,1000000,8
19,3258,2018,1200000,10
23,3262,2018,1000000,8
21,3278,2018,1200000,10
29,3287,2018,1200000,10
12,3289,2018,1500000,12
2,3292,2018,1000000,8
26,3293,2018,1000000,8
29,3297,2018,1200000,10
1,3301,2018,1200000,10
13,3304,2018,1000000,8
16,3311,2018,1500000,12
30,3312,2018,1000000,8
22,3315,2018,1000000,8
5,3316,2018,1000000,8
1,3320,2018,1200000,10
8,3322,2018,1200000,10
7,3326,2018,1000000,8
22,3328,2018,1000000,8
24,3334,2018,1000000,8
1,3338,2018,1200000,10
11,3339,2018,1500000,12
15,3349,2018,1500000,12
5,3357,2018,1000000,8
21,3358,2018,1200000,10
20,3364,2018,1200000,10
18,3371,2018,1000000,8
25,3373,2018,1000000,8
20,3379,2018,1200000,10
14,3381,2018,1000000,8
22,3384,2018,1000000,8
5,3392,2018,1000000,8
1,3394,2018,1200000,10
24,3398,2018,1000000,8
15,3404,2018,1500000,12
16,3409,2018,1500000,12
13,3410,2018,1000000,8
10,3412,2018,1200000,10
24,3418,2018,1000000,8
11,3419,2018,1500000,12
4,3423,2018,1500000,12
11,3428,2018,1500000,12
3,3436,2018,1000000,8
5,3437,2018,1000000,8
17,3438,2018,1500000,12
18,3441,2018,1000000,8
6,3446,2018,1000000,8
3,3447,2018,1000000,8
8,3457,2018,1200000,10
14,3458,2018,1000000,8
12,3460,2018,1500000,12
16,3465,2018,1500000,12
1,3466,2018,1200000,10
18,3468,2018,1000000,8
2,3470,2018,1000000,8
8,3474,2018,1200000,10
6,3477,2018,1000000,8
29,3482,2018,1200000,10
11,3491,2018,1500000,12
16,3510,2018,1500000,12
27,3513,2018,1000000,8
29,3518,2018,1200000,10
16,3520,2018,1500000,12
23,3522,2018,1000000,8
28,3532,2018,1500000,12
20,3535,2018,1200000,10
13,3543,2018,1000000,8
12,3547,2018,1500000,12
28,3555,2018,1500000,12
23,3556,2018,1000000,8
7,3565,2018,1000000,8
25,3569,2018,1000000,8
22,3570,2018,1000000,8
3,3580,2018,1000000,8
13,3583,2018,1000000,8
18,3586,2018,1000000,8
13,3589,2018,1000000,8
25,3590,2018,1000000,8
12,3595,2018,1500000,12
24,3596,2018,1000000,8
11,3599,2018,1500000,12
18,3605,2018,1000000,8
8,3606,2018,1200000,10
23,3613,2018,1000000,8
4,3615,2018,1500000,12
29,3620,2018,1200000,10
26,3627,2018,1000000,8
13,3644,2018,1000000,8
8,3648,2018,1200000,10
25,3650,2018,1000000,8
10,3655,2018,1200000,10
14,3658,2018,1000000,8
27,3668,2018,1000000,8
6,3670,2018,1000000,8
3,3676,2018,1000000,8
18,3683,2018,1000000,8
1,3684,2018,1200000,10
1,3694,2018,1200000,10
9,3700,2018,1200000,10
27,3701,2018,1000000,8
15,3702,2018,1500000,12
23,3713,2018,1000000,8
27,3716,2018,1000000,8
19,3728,2018,1200000,10
23,3742,2018,1000000,8
13,3743,2018,1000000,8
12,3746,2018,1500000,12
30,3751,2018,1000000,8
2,3754,2018,1000000,8
7,3769,2018,1000000,8
26,3777,2018,1000000,8
2,3779,2018,1000000,8
26,3781,2018,1000000,8
25,3784,2018,1000000,8
30,3788,2018,1000000,8
30,3789,2018,1000000,8
22,3790,2018,1000000,8
13,3796,2018,1000000,8
8,3797,2018,1200000,10
29,3805,2018,1200000,10
24,3809,2018,1000000,8
16,3813,2018,1500000,12
15,3817,2018,1500000,12
21,3823,2018,1200000,10
27,3825,2018,1000000,8
22,3828,2018,1000000,8
4,3832,2018,1500000,12
11,3836,2018,1500000,12
15,3846,2018,1500000,12
10,3859,2018,1200000,10
20,3860,2018,1200000,10
24,3878,2018,1000000,8
4,3879,2018,1500000,12
8,3882,2018,1200000,10
8,3883,2018,1200000,10
29,3888,2018,1200000,10
8,3907,2018,1200000,10
14,3922,2018,1000000,8
2,3925,2018,1000000,8
30,3926,2018,1000000,8
19,3927,2018,1200000,10
30,3943,2018,1000000,8
17,3944,2018,1500000,12
26,3945,2018,1000000,8
12,3949,2018,1500000,12
22,3960,2018,1000000,8
9,3965,2018,1200000,10
23,3968,2018,1000000,8
8,3969,2018,1200000,10
30,3972,2018,1000000,8
13,3980,2018,1000000,8
25,3982,2018,1000000,8
8,3983,2018,1200000,10
29,3985,2018,1200000,10
11,3987,2018,1500000,12
26,3988,2018,1000000,8
12,3990,2018,1500000,12
13,3999,2018,1000000,8
11,4008,2018,1500000,12
6,4013,2018,1000000,8
22,4016,2018,1000000,8
28,4028,2018,1500000,12
12,4030,2018,1500000,12
14,4044,2018,1000000,8
25,4053,2018,1000000,8
14,4056,2018,1000000,8
27,4061,2018,1000000,8
25,4069,2018,1000000,8
24,4077,2018,1000000,8
24,4088,2018,1000000,8
18,4089,2018,1000000,8
14,4090,2018,1000000,8
22,4093,2018,1000000,8
4,4096,2018,1500000,12
6,4097,2018,1000000,8
23,4100,2018,1000000,8
29,4110,2018,1200000,10
13,4112,2018,1000000,8
6,5,2019,1800000,12
28,25,2019,1800000,12
5,28,2019,1500000,10
21,34,2019,1800000,12
2,36,2019,1200000,8
18,37,2019,1800000,12
1,42,2019,1200000,8
21,43,2019,1800000,12
18,45,2019,1800000,12
29,50,2019,1500000,10
3,53,2019,1200000,8
16,55,2019,1500000,10
28,61,2019,1800000,12
29,66,2019,1500000,10
30,76,2019,1500000,10
14,78,2019,1500000,10
8,84,2019,1800000,12
3,105,2019,1200000,8
26,110,2019,1800000,12
30,114,2019,1500000,10
12,117,2019,1200000,8
3,122,2019,1200000,8
4,136,2019,1800000,12
4,138,2019,1800000,12
28,142,2019,1800000,12
4,148,2019,1800000,12
23,156,2019,1200000,8
17,158,2019,1500000,10
25,159,2019,1800000,12
21,161,2019,1800000,12
5,173,2019,1500000,10
30,174,2019,1500000,10
14,181,2019,1500000,10
13,185,2019,1800000,12
26,192,2019,1800000,12
14,194,2019,1500000,10
4,195,2019,1800000,12
7,197,2019,1800000,12
11,206,2019,1200000,8
14,209,2019,1500000,10
3,211,2019,1200000,8
17,212,2019,1500000,10
8,215,2019,1800000,12
23,217,2019,1200000,8
20,224,2019,1800000,12
7,225,2019,1800000,12
6,232,2019,1800000,12
6,243,2019,1800000,12
29,249,2019,1500000,10
10,253,2019,1500000,10
28,256,2019,1800000,12
11,270,2019,1200000,8
4,275,2019,1800000,12
12,288,2019,1200000,8
2,291,2019,1200000,8
18,292,2019,1800000,12
9,296,2019,1200000,8
5,298,2019,1500000,10
14,303,2019,1500000,10
15,307,2019,1800000,12
19,311,2019,1200000,8
29,313,2019,1500000,10
5,331,2019,1500000,10
22,338,2019,1800000,12
20,339,2019,1800000,12
27,342,2019,1200000,8
10,347,2019,1500000,10
29,352,2019,1500000,10
11,355,2019,1200000,8
5,363,2019,1500000,10
7,377,2019,1800000,12
8,382,2019,1800000,12
18,387,2019,1800000,12
19,388,2019,1200000,8
17,390,2019,1500000,10
11,395,2019,1200000,8
20,396,2019,1800000,12
23,400,2019,1200000,8
5,401,2019,1500000,10
10,406,2019,1500000,10
22,408,2019,1800000,12
20,416,2019,1800000,12
29,420,2019,1500000,10
20,421,2019,1800000,12
29,425,2019,1500000,10
21,428,2019,1800000,12
25,430,2019,1800000,12
17,433,2019,1500000,10
16,439,2019,1500000,10
16,445,2019,1500000,10
17,447,2019,1500000,10
23,451,2019,1200000,8
16,455,2019,1500000,10
2,457,2019,1200000,8
5,458,2019,1500000,10
29,460,2019,1500000,10
18,466,2019,1800000,12
2,468,2019,1200000,8
29,469,2019,1500000,10
28,473,2019,1800000,12
26,477,2019,1800000,12
15,487,2019,1800000,12
11,488,2019,1200000,8
9,492,2019,1200000,8
12,494,2019,1200000,8
26,495,2019,1800000,12
10,496,2019,1500000,10
25,508,2019,1800000,12
27,524,2019,1200000,8
13,534,2019,1800000,12
22,545,2019,1800000,12
16,546,2019,1500000,10
2,547,2019,1200000,8
8,558,2019,1800000,12
4,560,2019,1800000,12
16,562,2019,1500000,10
17,563,2019,1500000,10
26,570,2019,1800000,12
23,571,2019,1200000,8
5,573,2019,1500000,10
10,576,2019,1500000,10
1,584,2019,1200000,8
24,596,2019,1200000,8
26,599,2019,1800000,12
27,613,2019,1200000,8
14,617,2019,1500000,10
25,625,2019,1800000,12
18,626,2019,1800000,12
12,630,2019,1200000,8
4,633,2019,1800000,12
15,636,2019,1800000,12
26,638,2019,1800000,12
13,639,2019,1800000,12
18,640,2019,1800000,12
27,643,2019,1200000,8
3,650,2019,1200000,8
30,651,2019,1500000,10
14,659,2019,1500000,10
20,660,2019,1800000,12
11,661,2019,1200000,8
28,663,2019,1800000,12
29,678,2019,1500000,10
19,679,2019,1200000,8
18,680,2019,1800000,12
6,687,2019,1800000,12
3,691,2019,1200000,8
13,692,2019,1800000,12
3,693,2019,1200000,8
22,699,2019,1800000,12
17,708,2019,1500000,10
16,714,2019,1500000,10
9,715,2019,1200000,8
8,720,2019,1800000,12
29,723,2019,1500000,10
10,726,2019,1500000,10
